wavelength_um,E1,E2,E3,E4,E5,E6,E7,E8,E9
2.5,-1.336950054720576,-1.0944255768900217,-0.09141992375262374,0.01699111924988766,-0.0064014396666995255,-0.005598011529103841,0.002178673472587807,-5.6530896000987214e-05,-1.709741252231368e-05
2.500625156,-1.3362823291044406,-1.0943730803737908,-0.09152468861473985,0.01702633147674737,-0.006412643782413781,-0.005578041501241875,0.002198228946250221,-5.066168438910801e-05,-3.3879767484081725e-05
2.501250625,-1.338484443331171,-1.0944163365745354,-0.0910994416300357,0.01702419649300617,-0.0063426840119597035,-0.005627516930414848,0.0021291364069857873,-6.479643926268361e-05,-2.745503853945494e-05
2.501876407,-1.3351336844101136,-1.0944371426969015,-0.09136074488170091,0.01725514676830295,-0.006499479658809793,-0.005546579940503509,0.0022480391618409415,-5.0281960489184805e-05,-3.411910023934893e-05
2.502502503,-1.3328168755230196,-1.094405587582218,-0.09176882500826998,0.01738345821075936,-0.006619577815685128,-0.005486107528100658,0.002336527971587665,-4.716256230301688e-05,-1.466967289423079e-05
2.503128911,-1.3291835500498734,-1.094143627847883,-0.09447738221023295,0.016156019309262228,-0.00637443893637947,-0.005517945613583556,0.002337964800283151,-2.063948635882874e-05,-1.7917634370866877e-05
2.503755633,-1.3324029127424055,-1.094379309994035,-0.0917673790844389,0.01746400870656955,-0.006646826179942761,-0.005472945842504017,0.0023614219376636293,-3.790436593807284e-05,-1.0219167974157204e-05
2.50438267,-1.3318063613368454,-1.0943078485361977,-0.09234149154839158,0.017081791556776277,-0.0065748721723515695,-0.00549063986116296,0.002343825856729268,-4.30861217081614e-05,-2.3998906589738183e-05
2.50501002,-1.3327072123915917,-1.094371642990495,-0.09145129361162749,0.017639817410061934,-0.006655127061248362,-0.005447562669362443,0.002356616971387364,-4.245029504469332e-05,-1.299157161435567e-05
2.505637685,-1.3293770222910155,-1.0941050276954463,-0.09399207079589375,0.016328047788900197,-0.006463345938012644,-0.005526968303712087,0.002342697087496939,-2.544181859064797e-05,-2.2998085175552056e-05
2.506265664,-1.3293868040759989,-1.0941002400312245,-0.09389422954662169,0.016256695145452537,-0.0064868962306840324,-0.005536676654390857,0.0023396132464090784,-2.5912187492618675e-05,-2.4749826471285787e-05
2.506893958,-1.3337475468241025,-1.0942930547664589,-0.09143174478082934,0.01731781938876091,-0.006559206208936815,-0.005528840870883283,0.0022823436928268953,-5.7822544485380166e-05,-2.1136948949907188e-05
2.507522568,-1.3374000735523865,-1.094268494809121,-0.09084511967807087,0.017213913544484077,-0.006409157957655015,-0.005641080140824436,0.0021310007732115764,-7.716236596042736e-05,-2.6996302969904526e-05
2.508151492,-1.337218059488959,-1.0942782305958927,-0.09081576708850544,0.017227720549755042,-0.00642345545943245,-0.005649486887971026,0.0021438250088382355,-6.80707120794185e-05,-3.736366606915818e-05
2.508780733,-1.3317093536458546,-1.0942314874671057,-0.0921961951363615,0.017050687204586086,-0.006604922535186386,-0.005492851204958256,0.0023396857618908466,-2.4807979747240448e-05,-1.752833611622543e-05
2.509410289,-1.3309644820930315,-1.0941780583849967,-0.09256983351814234,0.016918036028337795,-0.00658953851591666,-0.005511834772853911,0.0023378999344157766,-4.2476335555942636e-05,-1.7609201940940095e-05
2.510040161,-1.3342292736821304,-1.0943573198949217,-0.09089837732366132,0.01762896450102082,-0.0066102353258772895,-0.005538224330473996,0.002282010435301137,-7.476259027064558e-05,-2.8167901040547723e-05
2.510670349,-1.329457332126167,-1.0940744061675098,-0.09358335862597289,0.016410349560067615,-0.006537568062190763,-0.005506659272106163,0.0023555770127679032,-2.3424751317399626e-05,-1.2431359122418648e-05
2.511300854,-1.3289805594725352,-1.094010857694668,-0.09402891510408955,0.016207683754172007,-0.006458293144074445,-0.0055522865582367355,0.0023368614605649178,-4.322301326241919e-05,-1.491918470910841e-05
2.511931675,-1.3303577815341543,-1.0941039043516552,-0.09273236466106258,0.0168690540624324,-0.006601883749403563,-0.005497452727850681,0.0023494694901922213,-2.6199196173188175e-05,-1.2598442519879839e-05
2.512562814,-1.3297985105346914,-1.0940531252486854,-0.09310851145934305,0.016725493870882836,-0.006564386944751432,-0.005490036802438931,0.0023581100844768266,-2.607352836349045e-05,-1.4790896962432543e-05
2.51319427,-1.331128474636522,-1.0941322977153765,-0.09213638978924736,0.017231819766054063,-0.006638719663771939,-0.0054862445223467175,0.0023504797689976515,-2.463870710625181e-05,-1.8383577290552177e-05
2.513826043,-1.334326052172398,-1.0942721656242524,-0.09071154522306461,0.01769607303301331,-0.006611541639545568,-0.005546537490399634,0.002267406183560495,-6.74244938561006e-05,-3.2905815493964326e-05
2.514458134,-1.3308807040835506,-1.094097170498176,-0.09222321852244637,0.01726603013428578,-0.006618887514447551,-0.005466581922217156,0.002360864271581307,-2.1885954982160853e-05,-7.259495383364343e-06
2.515090543,-1.3283132884013682,-1.0939008878891483,-0.09443848778312,0.016068683886472812,-0.006403087246890499,-0.005520432549388001,0.002329986459583829,-3.495575440442269e-05,-1.543075241808607e-05
2.51572327,-1.3282776245398684,-1.0938987145345334,-0.09441334896230294,0.016055716489869264,-0.006405698399050215,-0.005525196703436158,0.0023375320202699465,-2.7885846113550586e-05,-1.9294044727633484e-05
2.516356316,-1.3282180475915508,-1.0938845098619006,-0.09445972188293505,0.01602956950386917,-0.006396385183232221,-0.005544433338663495,0.0023271339857652996,-4.3423141915184296e-05,-1.982130600315714e-05
2.51698968,-1.328337635824727,-1.0938761944161108,-0.0942344500290905,0.01603744790654599,-0.006446139237588763,-0.005552281870891867,0.002327630561702284,-4.034267380129537e-05,-1.3043956084417527e-05
2.517623364,-1.328071222963451,-1.0938528448335993,-0.09451580694535343,0.016026264416734538,-0.0063906866202423415,-0.005529974172533497,0.0023329425174391416,-3.669831407667023e-05,-2.0535192940644607e-05
2.518257366,-1.3295513511331076,-1.0939309027454838,-0.09267398734439199,0.017022389019525207,-0.006650025378274358,-0.0054768057257700365,0.0023721968284689315,-2.3620705419775854e-05,-6.087387899218312e-06
2.518891688,-1.3296405601881716,-1.0939171835548662,-0.09252936908333366,0.01709509376355964,-0.006670914912548925,-0.0054959148413533795,0.002370070616840653,-1.8296755877148242e-05,-1.0829943083804144e-05
2.519526329,-1.3279604347160983,-1.0937972997412784,-0.09439032190267775,0.016091257626002234,-0.006406862987041131,-0.005564438627698948,0.0023321915353996117,-4.719136601510414e-05,-2.8171691519774418e-05
2.52016129,-1.329743281590484,-1.093935004338431,-0.0925578638462827,0.017024015210327648,-0.006649533613879603,-0.00547048582226149,0.002361417797772066,-1.619299245414008e-05,-1.760951092874636e-06
2.520796572,-1.3318259162464694,-1.0940788532407622,-0.09116120507605087,0.017863345631512928,-0.006699223346599029,-0.005452331973787472,0.0023652164936190274,-3.9965413495229547e-05,-1.912751080251084e-05
2.521432173,-1.3321431781187862,-1.094084947323129,-0.09095705664750317,0.01788231748806807,-0.006702257649493279,-0.0055024332453128865,0.0023425864867749058,-6.658254864154788e-05,-1.9330555337090535e-05
2.522068096,-1.3287743378565198,-1.0938308671789878,-0.09328095001129717,0.016631894169709793,-0.006560240643636118,-0.005497594393102566,0.0023571636044118862,-3.5923540184586604e-05,-1.8244951156734382e-05
2.522704339,-1.328673591581599,-1.0938035363325538,-0.09324926569574545,0.016681205033983345,-0.006573227198412348,-0.005499904351024132,0.0023602312614072886,-1.6904757926097164e-05,-1.3751657749866249e-05
2.523340903,-1.3293888831439846,-1.093826187186779,-0.09234065034225403,0.01733755389982925,-0.006685892848791415,-0.00547067365746891,0.0023862295259386964,-2.0454963565405343e-05,-7.847662134416406e-06
2.523977789,-1.327290691101421,-1.09369013233306,-0.09490148300032562,0.016356919890912668,-0.006247446332560583,-0.005487074084666874,0.0023450300818810416,-4.494806455501963e-05,-2.5030589387701844e-05
2.524614996,-1.328180069886613,-1.093727669875398,-0.09357267284713146,0.01630604513848068,-0.006579946518743413,-0.005526933197277842,0.0023357431472879604,-6.9872956718786926e-06,-1.1313148643476672e-06
2.525252525,-1.3280104256798122,-1.0937118232800476,-0.09375450924213764,0.0163716627328775,-0.006520331346090696,-0.005520978862833964,0.0023403228068701034,-1.929322915310112e-06,-1.8160054794333424e-05
2.525890376,-1.328118848777309,-1.0936724112306773,-0.093400755178466,0.016401697635950223,-0.006613349522666697,-0.005549450192887954,0.002329870768090616,6.987130507451234e-06,-6.885989156749389e-06
2.52652855,-1.3275326338387239,-1.0936645474628244,-0.09426135689113857,0.015971851639421168,-0.0064620906113127844,-0.005549262563675811,0.0023225179278445634,-2.6601610435810913e-05,-7.309237083800458e-06
2.527167046,-1.327276373142126,-1.0936402988048108,-0.0945384477260206,0.015982857356007556,-0.006389479381779644,-0.005558504304342029,0.002325681295740154,-4.0048824357676326e-05,-2.7263454860200503e-05
2.527805865,-1.3279969560157168,-1.093633791574748,-0.0933911213644813,0.016421257147403823,-0.006618911596879119,-0.005543532676063704,0.0023292988281837855,6.1187309728695535e-06,4.972574203178072e-06
2.528445006,-1.3276410376956012,-1.0936372624939192,-0.09388045392097809,0.01625667655127544,-0.006510640994104991,-0.005537189140654649,0.0023395521725888043,-1.8674539546721545e-05,-1.6017779199791393e-05
2.529084471,-1.327865557275157,-1.0936356307092012,-0.09352349863150357,0.016337118552252464,-0.006588649815112113,-0.00554082318216822,0.002335665617756289,-1.354895488759567e-05,-6.719915428164866e-06
2.52972426,-1.3269045183934343,-1.0935864435558713,-0.09482463880739457,0.016088006665573595,-0.006302466204498415,-0.005528514202549914,0.0023330900702535945,-3.211253069137919e-05,-2.0349489562176986e-05
2.530364372,-1.3273180975699248,-1.0935896683979194,-0.09412146009364485,0.015812703216908662,-0.006525110408153513,-0.0055815844322964735,0.0023132097448844875,-3.7549393428503943e-05,-1.4276567495372902e-05
2.531004809,-1.3270375405091686,-1.093589940948622,-0.09447106982264786,0.015779022022573697,-0.0064317115433191645,-0.0055581941847426194,0.002323363187991024,-3.9604278061778046e-05,-9.892062266906691e-06
2.53164557,-1.3265556447687992,-1.093491356442284,-0.09515246023535152,0.016728979961926214,-0.006127966066040898,-0.005469857141464007,0.0023500248224947013,-4.307084132355053e-05,-2.179071430002393e-05
2.532286655,-1.3268771667040444,-1.0935775059649224,-0.09458102673539333,0.015592014489604863,-0.00643158205318615,-0.005569586425487613,0.002320974300137639,-3.84803248161544e-05,-1.6119470720745524e-05
2.532928065,-1.3265337019127197,-1.093502294511869,-0.09498641626855361,0.016305054522273005,-0.0062314016992153845,-0.0054964822294786215,0.002345221005449585,-4.141218744289417e-05,-2.5152345271531617e-05
2.5335698,-1.326685457063927,-1.093506447321729,-0.09468382790690222,0.01592191699083446,-0.0063547457243181725,-0.005562780063295584,0.0023231327141346805,-5.060590872685709e-05,-2.605440425944285e-05
2.53421186,-1.3274186935257897,-1.0934800020830497,-0.09341946592995595,0.016391825429321348,-0.0066171000830206475,-0.005550350817236708,0.0023229878347582945,1.9505772010852747e-05,2.1241963009317977e-06
2.534854246,-1.3269806346868562,-1.0934944058274674,-0.09400502429340188,0.01590845680099348,-0.006532847675989586,-0.005568747852578504,0.002323608481126097,-8.9271520863048e-06,-2.3806470207358867e-05
2.535496957,-1.3264663630922158,-1.0934827797115472,-0.09477366184334349,0.015961993738288393,-0.0063272283890394515,-0.005519364815722075,0.002336340585807004,-5.64134703277721e-05,-1.7675211153207535e-05
2.536139995,-1.3261241997718052,-1.0933812449264475,-0.09515951018323543,0.01677066053862768,-0.006131700291501114,-0.005464375284011853,0.002356210822586595,-5.0780808089777275e-05,-1.8703994964892858e-05
2.536783359,-1.3263158433102387,-1.0934398338059008,-0.09481910007648145,0.0159700280593794,-0.006323320328752715,-0.005534777185994041,0.0023342175296249693,-5.461643951653582e-05,-1.6953840711931348e-05
2.537427049,-1.3266460816864265,-1.0934464478405481,-0.0942356861799435,0.015791815878936185,-0.006484790143023949,-0.0055688421249756636,0.002321122014376484,-1.3153368175990308e-05,-1.581758378372409e-05
2.538071066,-1.3269648292102312,-1.093411838182469,-0.09365803250099414,0.016044148300699276,-0.006592479268928014,-0.005578216885008176,0.0023070099062809757,-2.995948279157652e-05,-5.905950569124669e-06
2.53871541,-1.3264266046748068,-1.093403928962487,-0.09438880916499723,0.015834180851189823,-0.006456473606360913,-0.005557630699777297,0.0023179798571970073,-2.390913807941841e-05,-7.612305979121066e-06
2.539360081,-1.326267431447217,-1.0933869414915585,-0.09453762354003012,0.015897659418081047,-0.006406596886720976,-0.005544158416805323,0.0023267964535233655,-2.2202499793551148e-05,-1.0857388305890058e-05
2.54000508,-1.3272752092177202,-1.0933583990158935,-0.09301418497188908,0.016726964117240527,-0.006669337769386981,-0.0055612782643576775,0.002333293058362593,6.677060868076737e-06,-1.0285646356965521e-05
2.540650407,-1.326886184196671,-1.0933520889864692,-0.09349514081245379,0.016208336393014226,-0.006619714125828577,-0.005583074679084375,0.0023150022668481447,-1.1574109564199733e-05,-4.848943113471171e-06
2.541296061,-1.326151309125268,-1.0933681613944741,-0.0944995374098035,0.015667527417956746,-0.006445716951109643,-0.005568200700229388,0.002324903986112293,-2.920004796495752e-05,-2.005886372062389e-05
2.541942044,-1.3258371931570394,-1.0933259969922837,-0.09486003438236675,0.016055475220475054,-0.006302770061381518,-0.005509314503691645,0.002343402673070599,-3.2753567313922784e-05,-2.3606272842917365e-05
2.542588355,-1.3258075795174458,-1.0933270625611664,-0.09490333395468845,0.015940857087391295,-0.00630046889974801,-0.005517653976364226,0.0023399819395785353,-4.1856648550047576e-05,-2.6014384828011907e-05
2.543234995,-1.325514652711512,-1.0932253635212794,-0.0952196955267964,0.016788341266556178,-0.006101141415509669,-0.00546252745364246,0.0023494871492880302,-5.656030044831905e-05,-3.30845858507825e-05
2.543881964,-1.3256547745443201,-1.093293364351322,-0.09494531146872925,0.016026848892592867,-0.006278287802271435,-0.005495554604031514,0.0023431773341525282,-4.24161068789985e-05,-2.0137718611709628e-05
2.544529262,-1.3255492343433173,-1.0932774813189108,-0.09505072601480782,0.016125920424469985,-0.006239043749875303,-0.005479790077516743,0.002351883884107098,-5.553730093481477e-05,-2.715669067239177e-05
2.54517689,-1.3254718622413162,-1.093237230109902,-0.09499624300141764,0.016188393976743005,-0.006253727243140615,-0.005487608483508132,0.0023462569555409564,-4.3534932565103794e-05,-2.044751978180643e-05
2.545824847,-1.325664204015354,-1.093262009089737,-0.09465301132744311,0.01566741982848084,-0.006399407849520241,-0.005569651404829059,0.0023235002071836115,-6.522886315370948e-05,-2.396812337717184e-05
2.546473135,-1.325894714193909,-1.0932412937238287,-0.09417769288810651,0.015524880432134085,-0.006540734133177764,-0.005622028257119069,0.0023066837610779506,-4.101591143089347e-05,-1.8808258549734374e-05
2.547121752,-1.3254558707186868,-1.0932289618579922,-0.09480667401065143,0.015783217062190987,-0.0063545517788287705,-0.005532211522763256,0.002337931128577283,-4.561408696717251e-05,-3.40871096882965e-05
2.547770701,-1.325059047162842,-1.0930813759980365,-0.09528312666474915,0.016974349293141483,-0.006068689383290402,-0.005467772091128217,0.0023414455208420025,-4.73977203963356e-05,-2.504123233674803e-05
2.54841998,-1.3250118538965348,-1.0930658625818572,-0.09527911846837858,0.01695528733018427,-0.006063266465771031,-0.005488519113460452,0.0023352757190141316,-5.514173826698635e-05,-2.065632189491089e-05
2.54906959,-1.3252386109953818,-1.0931750876803408,-0.09486004841327007,0.01583466084509735,-0.006330543964039007,-0.0055364698187429584,0.0023360260644855395,-4.752356026885077e-05,-2.7648393230144173e-05
2.549719531,-1.3254963036758867,-1.0931800284630515,-0.09436708597162978,0.015456118986421713,-0.006508541856055486,-0.0055888539166324604,0.0023106999705084664,-3.855454973875067e-05,-2.1778491207536967e-05
2.550369804,-1.3251476031499339,-1.0931620421430155,-0.09484627455264033,0.015787177571423318,-0.006340895823794974,-0.005519189318857608,0.002337081323916761,-2.983073634030994e-05,-1.673254310908797e-05
2.551020408,-1.3247489991261197,-1.0930029607783533,-0.09531482504543604,0.01697639715954767,-0.006066196143152206,-0.005459720279831077,0.002339629295479943,-3.299316182348991e-05,-1.9805743344185767e-05
2.551671345,-1.325039886604367,-1.0931483975205551,-0.09482763283128162,0.0156488286756009,-0.006363900659839507,-0.005529823968848738,0.0023421224057308663,-3.580851683530099e-05,-2.862482776447283e-05
2.552322614,-1.3248915728768524,-1.0930964612108716,-0.09501111359109102,0.015969474571820734,-0.00627317209768036,-0.005498586778253882,0.002336957582096174,-6.666760976654881e-05,-1.7479762886960763e-05
2.552974215,-1.324561204787599,-1.0929510015670805,-0.095323301923294,0.017044277930964042,-0.006053752994109766,-0.005449826881642629,0.002340668384895117,-2.8013346719173633e-05,-1.2547742990953562e-05
2.553626149,-1.3246868259833042,-1.0930297997713723,-0.09508268254522076,0.016206275848802024,-0.00622370657256865,-0.005514627327373415,0.0023389735032277085,-5.665578255552273e-05,-1.7349283648824056e-05
2.554278416,-1.325130429934919,-1.0930681382323462,-0.09429926247293699,0.015454679391564887,-0.006521400770823134,-0.005600787616387639,0.0023055701480004546,-4.113691687887336e-05,-2.1452218336593977e-05
2.554931017,-1.324984413933549,-1.0930524389959155,-0.09445824531292664,0.015522628627842053,-0.006477881641480693,-0.005576063002114756,0.002308488365898891,-4.903317460912554e-05,-1.778589729112121e-05
2.555583951,-1.324970487437857,-1.0930336773803322,-0.09435747185912248,0.015531611645846,-0.006495031978316332,-0.005595821296791022,0.0023106830086890725,-3.279809220820457e-05,-2.373023582097991e-05
2.556237219,-1.3251889594913346,-1.0929878084023823,-0.09392242115943836,0.015715468364497737,-0.006582745643440747,-0.0056156108815372495,0.0022889319242625707,-1.8885650151832663e-05,1.5645486483541297e-06
2.556890821,-1.3250244503798974,-1.0929715433379255,-0.09402834457865607,0.015620750491142272,-0.006583171740834727,-0.005619487196729231,0.00229548833667423,-1.0252697168225022e-05,-7.282980095247148e-06
2.557544757,-1.324810388114549,-1.0929836056782944,-0.09430676669689535,0.015464335779529903,-0.006526506269469899,-0.005604087144120427,0.0023049253999885316,-1.7554919006342436e-05,-1.3547722921465669e-05
2.558199028,-1.3247354904828954,-1.0929718055383806,-0.0943392597695216,0.015418013792501411,-0.006526720839112891,-0.005600893283883808,0.0023030631753198673,-4.728071211172299e-05,-7.348524644331441e-06
2.558853634,-1.3245725997306599,-1.0929716959819373,-0.0945107377170217,0.015389002898638383,-0.00648192071353933,-0.00558670155763609,0.0023179560341288295,-4.562916322036236e-05,-1.681574080298605e-05
2.559508574,-1.3242179754421928,-1.0929358900047654,-0.09497602823829011,0.01580955156577587,-0.006311714607319084,-0.005519833516263959,0.0023493647455043046,-5.3290230463551495e-05,-3.244160365820368e-05
2.56016385,-1.3238453683028324,-1.0927522520027846,-0.09537911221385653,0.017185976994697462,-0.00601993503231926,-0.005458874551319675,0.002342346466819261,-4.781961262778312e-05,-2.6989878505272484e-05
2.560819462,-1.3237551991926646,-1.0927326389482268,-0.09539339516676326,0.01730753524145177,-0.0059957185688408274,-0.005443872667461832,0.00235164837156416,-5.2880654164142616e-05,-2.5490722402053075e-05
2.56147541,-1.3236366606667713,-1.0926473730565858,-0.0954675506027111,0.017672384179626847,-0.005923962910550589,-0.005458421759395013,0.0023294521845790375,-5.367856924123624e-05,-1.3704342486251418e-05
2.562131694,-1.323707041941314,-1.092733655661061,-0.09538803623520652,0.017027758877155207,-0.006028320681246204,-0.005465505765550986,0.0023447901880077385,-6.192490821153092e-05,-3.5497284192041085e-05
2.562788314,-1.323496346730193,-1.0926208484084716,-0.09547011735628766,0.01767600222387303,-0.005926638446014384,-0.005439052856992844,0.0023391228832346112,-5.650940604317222e-05,-2.2564834446006344e-05
2.56344527,-1.3236068696694863,-1.092741296577508,-0.09535776995249963,0.01679239390975042,-0.006080711939508274,-0.00543490860432308,0.0023517474211988275,-3.4461910407296426e-05,-2.222315837042586e-05
2.564102564,-1.3235120406366634,-1.0926941857070507,-0.09537669874148512,0.01691989449493045,-0.0060519368178110515,-0.0054631674928253115,0.002344075453736552,-6.805236179696483e-05,-2.4031141203673693e-05
2.564760195,-1.3233612962359695,-1.0925983565459119,-0.09544228945929482,0.017443324269358136,-0.005962481557775287,-0.005462922770395885,0.002334674407913699,-4.594203047120108e-05,-2.7189606492892403e-05
2.565418163,-1.3233666242688877,-1.0926444103001478,-0.09535474979344827,0.017025404257284688,-0.006049876664402901,-0.005457184984587015,0.0023483069805426706,-5.9685695142148015e-05,-3.516347962035974e-05
2.566076469,-1.3236033962950422,-1.0927952346077157,-0.09504674290221707,0.0157285201930853,-0.006303313004992695,-0.005495061684875522,0.0023423158478148793,-3.965325161534929e-05,-2.095750187814128e-05
2.566735113,-1.3236900708979118,-1.092787594068155,-0.0947686451105654,0.01540816906311634,-0.006415671559364915,-0.005558157834101685,0.002327096760018748,-5.8111099388700964e-05,-2.8560174690021794e-05
2.567394095,-1.3235231808577312,-1.09275463964058,-0.0949546674330085,0.015622430850724229,-0.006350051840595917,-0.005514246725430489,0.0023320681041537664,-4.502168048170214e-05,-1.8271333039780156e-05
2.568053416,-1.323205180578542,-1.092632362164763,-0.09529894177814996,0.016600832238541793,-0.006120498946052516,-0.005471952321092873,0.0023472353396109947,-4.6468750357223916e-05,-2.95955388404381e-05
2.568713075,-1.3231008562951363,-1.0926172232300382,-0.09533197925598047,0.01661842235775914,-0.006110587768101134,-0.005463882503103037,0.002347190093432098,-4.58695091974301e-05,-2.3664476331547508e-05
2.569373073,-1.3229308854574229,-1.0925096199406232,-0.09544173021016548,0.017297724188671253,-0.0059844635167161245,-0.005447906294808016,0.0023400337415228948,-6.53187642353486e-05,-1.4653850008406069e-05
2.57003341,-1.322810934359992,-1.0924437481177645,-0.09546781939202688,0.017490698487842835,-0.005956941838857344,-0.005466460556736076,0.0023321255273740554,-7.001201967514485e-05,-2.0491996317346737e-05
2.570694087,-1.3229816966627514,-1.0926067831361808,-0.09528645394032956,0.01630874105049597,-0.006165718853993241,-0.005468205042582269,0.0023489909196122527,-5.3815141317797076e-05,-2.5216209389400404e-05
2.571355104,-1.3230719955702717,-1.0926606416458513,-0.09504315940437615,0.015709226956608154,-0.006317690876420956,-0.005494172978836617,0.002349137856871529,-3.833874249694784e-05,-2.502909053266604e-05
2.572016461,-1.3229736038978503,-1.0926433731520135,-0.09511318355837708,0.015811773083722107,-0.00627955613483354,-0.005468486158311967,0.002354202815672578,-3.571143309895157e-05,-2.5720034325267568e-05
2.572678158,-1.3227534862325552,-1.0925355249855468,-0.09532593964805373,0.016524738657144485,-0.006117249805850254,-0.005464473564072372,0.002352005556854943,-5.6171959400466544e-05,-3.125644938644307e-05
2.573340196,-1.3224101397605414,-1.092324987092595,-0.09551946249356381,0.017783010260631348,-0.005906173867714936,-0.005459979456499713,0.0023354687779578924,-5.937816299397127e-05,-2.226214034576963e-05
2.574002574,-1.3224972489763926,-1.0924117458820426,-0.09544463501376305,0.0170611140209796,-0.00601797265922796,-0.005473188483665122,0.002338290744215628,-5.803454911179469e-05,-1.85818000867888e-05
2.574665294,-1.322501944352482,-1.092456652168403,-0.09541441550866345,0.016718370933441182,-0.006071657446064272,-0.0054470650981949375,0.002345609339370624,-5.3711260944912354e-05,-2.5591355979531645e-05
2.575328354,-1.3224222579257523,-1.0924247784274912,-0.09537282616057248,0.016765783584987322,-0.006087721063088381,-0.005448878581085462,0.002347957341920703,-5.314956644123601e-05,-1.5450670422395248e-05
2.575991757,-1.3224555895159187,-1.0924800988432792,-0.09531340027866615,0.016364632518857482,-0.006142465883475401,-0.005455768508149818,0.0023577772087993126,-5.093977683460911e-05,-2.2087514321889298e-05
2.576655501,-1.3221705745411894,-1.0922895277648452,-0.09550134569999713,0.017400611834714547,-0.005962735732758959,-0.005453354649745388,0.0023320346537225537,-7.524825192121903e-05,-1.845067506904618e-05
2.577319588,-1.3220344351296422,-1.0922473292789996,-0.09556968707444465,0.017727791329297266,-0.005885099687703833,-0.005431523029465856,0.002337303747046821,-5.848147354383557e-05,-2.374976617885345e-05
2.577984016,-1.3222786294903637,-1.092436867029991,-0.09529433879575518,0.01619260339525081,-0.006170748842816696,-0.005468443609948046,0.0023459866301212364,-6.044226120306994e-05,-1.9277976618243885e-05
2.578648788,-1.3223564775847974,-1.0924796370296634,-0.09506277180351454,0.015594006968694642,-0.006325688164096957,-0.0054922868335061485,0.0023476813131506477,-6.102221536924365e-05,-2.601053129851134e-05
2.579313903,-1.3222489066914358,-1.0924490447968247,-0.09511914618833185,0.01578271327078724,-0.006281927489996057,-0.005472806860373039,0.0023506956182257253,-5.8431350630103196e-05,-2.5817837547624246e-05
2.57997936,-1.3221332169903215,-1.0924206880517813,-0.09520859087340622,0.015874723702647312,-0.006244683481261527,-0.005481275784196781,0.00235481874433413,-6.324125141884031e-05,-2.718503174435475e-05
2.580645161,-1.3218568484833093,-1.0922842988022472,-0.09542665947895844,0.016800944101619638,-0.00606245081293029,-0.005440850190164754,0.0023515700976985683,-5.0975493610619046e-05,-2.2450584718653314e-05
2.581311306,-1.3216059846886365,-1.092124195218687,-0.09557282425617386,0.01768971724604667,-0.005903601180832948,-0.005456790067489644,0.002331885981112422,-5.592010902418591e-05,-1.2516353703578604e-05
2.581977795,-1.3217505559892997,-1.0922707986335372,-0.09540636766894015,0.01658326179393772,-0.006100364926681086,-0.005463962514796912,0.002349509652722265,-5.6128834517128885e-05,-2.0843977943540913e-05
2.582644628,-1.3216923468750241,-1.0922635623145949,-0.09540931542515897,0.01655406091181892,-0.006100182485405658,-0.0054619120472058,0.0023488191731843595,-5.036521025574175e-05,-2.715501438302362e-05
2.583311806,-1.321418445554757,-1.0921099897663757,-0.09555763140250396,0.017492233020482847,-0.005937297267125728,-0.0054317574550581315,0.002344704085434901,-6.40767010732425e-05,-2.5371407881807304e-05
2.583979328,-1.3212931467546758,-1.0920098440132266,-0.09560709936041693,0.017909754218449227,-0.005868292612703021,-0.005472473716461928,0.002322644333845104,-7.949935029734923e-05,-1.698898079384535e-05
2.584647196,-1.3212737290677525,-1.0920447678731084,-0.09560030980889775,0.01766489916172828,-0.0058974791955584555,-0.005439280173343132,0.0023343497394488176,-6.160432125759446e-05,-2.3431716713653486e-05
2.585315408,-1.3213827870925348,-1.092169813859545,-0.09544539721255038,0.016639562289738508,-0.006088825980806023,-0.005460901044721257,0.002345105120900716,-4.440748181505147e-05,-1.8554802208654287e-05
2.585983967,-1.3213677909216417,-1.092198778077918,-0.0953920468988155,0.016372676524706954,-0.006137270537067146,-0.005452484493144467,0.0023574123703876703,-4.936931662809817e-05,-2.6647920878373347e-05
2.586652871,-1.3211129363800163,-1.092036261043824,-0.09555016452538227,0.01733080725424548,-0.005965920320599884,-0.005439027977443654,0.002340975322636971,-4.1344228559205046e-05,-2.0314585788952128e-05
