,explained_variance,explained_variance_ratio,sqrt_explained_variance,singular_values
E1,6.406214027423643,0.7115982448183931,2.5310499851689303,149.73893647272493
E2,2.4191546605770964,0.26871818566186917,1.5553631924978475,92.01652738513792
E3,0.15170020828362213,0.01685076419412477,0.38948710926502067,23.042368129007
E4,0.020243773787255406,0.0022486657226631727,0.14228061634409447,8.417434778802502
E5,0.004117141653786883,0.00045732951817747583,0.06416495658680743,3.79605002446676
E6,0.0007158634314844686,7.951766194406803e-05,0.026755624296294574,1.5828840798351722
E7,0.0003064056274546173,3.403534533279889e-05,0.0175044459339511,1.035576987042084
E8,9.032183515298962e-05,1.003289292060883e-05,0.009503780045486618,0.5622512099012893
E9,2.902595193574875e-05,3.224184575045879e-06,0.00538757384503904,0.3187331670459173
